report_id,event_date,split,state,naics,naics4,trade,narrative,employer_redacted,hospitalised,amputations,loss_of_eye,severity,inspected,event_code,event_title,cause_group,fall_band_osha,nature_code,nature,body_part_code,body_part,source_code,source,secondary_source_code,secondary_source
2021097746,2021-09-09,train,Ohio,238140,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee fell into a hole covered by a piece of plywood that broke. The employee landed 10 feet below and suffered a broken right leg.,0,1,0,0,Hospitalised,1,4322,Fall through surface or existing opening 6 to 10 feet,Fall to lower level,6-10 ft,111,Fractures,510,"Leg(s), unspecified",6631,Ground irregularity,4152,"Plywood, wood paneling; particle, chip, flake board"
2021097747,2021-09-09,train,Illinois,238130,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","On September 9, 2021, an employee was taping house wrap onto the outside of a two-story residential home. The employee fell 15 feet from a ladder and sustained injury to their head and back.",0,1,0,0,Hospitalised,0,4333,Other fall to lower level 11 to 15 feet,Fall to lower level,11-15 ft,1972,"Soreness, pain, hurt-nonspecified injury",83,Head and trunk,740,"Ladders, unspecified",9999,Nonclassifiable
2021097759,2021-09-09,train,Oklahoma,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","Employees were securing a 40-foot ladder to the trim of a building. The extension portion of the ladder descended, causing an employee on the ladder to fall to the ground 8 to 10 feet below. The employee suffered a shoulder and back injury.",0,1,0,0,Hospitalised,0,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,1972,"Soreness, pain, hurt-nonspecified injury",85,Shoulder(s) and back,7421,Extension ladders,660,"Floors, walkways, ground surfaces, unspecified"
2021097768,2021-09-09,train,Texas,237130,2371,Utility systems,"On 9/9/2021, an employee was inspecting an array for defects when he was bitten on the leg by a snake.",0,1,0,0,Hospitalised,0,1310,"Bites and stings, unspecified",Other,,1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",6,BODY SYSTEMS,5140,"Reptiles, unspecified",,
2021097770,2021-09-09,train,Pennsylvania,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was inspecting a one-story residential roof. He fell down the roof slope and off the edge to the ground, suffering broken facial bones, lost teeth, a broken ankle, and brain bruising.",0,1,0,0,Hospitalised,0,4333,Other fall to lower level 11 to 15 feet,Fall to lower level,11-15 ft,161,Cerebral and other intracranial hemorrhages,111,Brain,6543,Roof surfaces other than roof edge,660,"Floors, walkways, ground surfaces, unspecified"
2021097771,2021-09-09,train,Ohio,237310,2373,"Highway, street and bridge",Employees were loading an air compressor onto a truck. The compressor rolled and trapped an employee's right hand against the truck. The employee suffered a crushing injury and an amputation to a finger.,0,1,1,0,Amputation,0,6220,"Struck by rolling object or equipment-other than powered vehicle, unspecified",Struck by or against object,,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",3991,Air compressors,8420,"Truck-motorized freight hauling and utility, unspecified"
2021097777,2021-09-09,train,Florida,238210,2382,"Building equipment (electrical, plumbing, HVAC)","On September 9, 2021, an employee was setting a manhole's cover back in place when the arm of a mini-excavator struck his hard hat, knocking him to the ground and causing a laceration to the back of his head. He was hospitalized.",0,1,0,0,Hospitalised,0,6213,Struck by swinging part of powered vehicle,Struck by or against object,,132,"Cuts, lacerations",112,Scalp,3214,Mini excavators,,
2021097780,2021-09-09,train,Pennsylvania,238910,2389,"Other specialty trades (site prep, demolition)","An employee was replacing a water-line. While unbolting a fitting on an unused PVC waterline, the PVC pipe blew apart and the employee was struck by pieces of the pipe and sustained a broken tibia and fibula.",0,1,0,0,Hospitalised,1,323,"Explosion of pressure vessel, piping, or tire","Fire, explosion or burn",,111,Fractures,513,Lower leg(s),4125,"Plastic, PVC, or rubber pipes and tubing",,
2021097781,2021-09-10,train,Virginia,238220,2382,"Building equipment (electrical, plumbing, HVAC)",A lathe was being hoisted by hydraulics so it could be set down on cribbing. An employee was placing a 1-inch thick shim under the lathe when it came down on their thumb. The thumb tip was amputated.,0,1,1,0,Amputation,0,642,Compressed or pinched by shifting objects or equipment,Caught in or crushed,,1311,Amputations,4422,Fingertip(s),3440,"Overhead hoists, unspecified",,
2021097788,2021-09-10,train,Florida,236116,2361,Residential building,"An employee was laying plywood on a roof. After moving to pick up a bunk of plywood, he fell 12 feet from the roof to the ground, suffering a broken arm and a broken back. The employee was wearing fall protection but it was not connected to an anchoring point at the time of the fall.",0,1,0,0,Hospitalised,1,4333,Other fall to lower level 11 to 15 feet,Fall to lower level,11-15 ft,111,Fractures,899,"Multiple body parts, n.e.c.",6540,"Roofs, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2021097814,2021-09-10,train,Florida,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee fell about 40 feet from a manlift while setting a steel beam and was hospitalized for multiple sprains.,0,1,0,0,Hospitalised,1,4337,Other fall to lower level more than 30 feet,Fall to lower level,Over 30 ft,1232,Sprains,9999,Nonclassifiable,3463,Manlifts,9999,Nonclassifiable
2021097843,2021-09-13,train,New York,236220,2362,Non-residential building,"While an employee was waiting for a tool, a metal panel came off an adjacent building and stuck the employee causing a partial amputation to his right index finger.",0,0,1,0,Amputation,0,6239,"Struck by falling object or equipment, n.e.c.",Struck by or against object,,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",4135,"Metal plates, metal panels",620,"Building, unspecified"
2021097846,2021-09-13,train,Florida,238310,2383,"Building finishing (drywall, painting, flooring)",An employee was cleaning the tip of a caulking sprayer. The sprayer discharged and injected caulking into her right hand. She was hospitalized.,0,1,0,0,Hospitalised,0,6242,Struck by discharged object or substance,Struck by or against object,,133,"Puncture wounds, except gunshot wounds",440,"Hand(s), unspecified",460,"Tars, sealants, caulking, insulation, unspecified",7292,"Sprayers, air guns-paint"
2021097847,2021-09-13,train,Louisiana,236118,2361,Residential building,"An employee was standing on a 2' x 6' platform that was on a forklift, lifted to approximately 10 to 12 feet above the ground. The employee took a step to his left and the platform tilted. The employee fell to the ground and sustained two broken wrists and a fractured pelvis.",0,1,0,0,Hospitalised,0,4333,Other fall to lower level 11 to 15 feet,Fall to lower level,11-15 ft,111,Fractures,899,"Multiple body parts, n.e.c.",8621,"Forklift, order picker, platform truck-powered",6340,"Scaffolds-staging, unspecified"
2021097852,2021-09-13,train,Missouri,238330,2383,"Building finishing (drywall, painting, flooring)",An employee was hospitalized due to heat-related dehydration.,0,1,0,0,Hospitalised,0,531,Exposure to environmental heat,Heat stress,,1729,"Effects of heat and light, n.e.c.",6,BODY SYSTEMS,9262,Heat-environmental,,
2021097853,2021-09-13,train,Illinois,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",Employees were using an excavator to dig an excavation for a water line. The excavator bucket swung and struck an employee in the right side resulting in broken ribs and other injuries requiring hospitalization.,0,1,0,0,Hospitalised,1,6213,Struck by swinging part of powered vehicle,Struck by or against object,,111,Fractures,310,"Chest, except internal location of diseases or disorders",3210,"Excavating machinery, unspecified",,
2021097860,2021-09-13,train,Texas,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was walking on the job site when he stepped on a piece of plywood that was covering a hole. The plywood cover collapsed and the employee fell, hit his head, and fractured a wrist. The employee also sustained a head laceration.",0,1,0,0,Hospitalised,0,4320,"Fall through surface or existing opening, unspecified",Fall to lower level,,111,Fractures,43,Wrist(s),6621,Existing floor opening,4152,"Plywood, wood paneling; particle, chip, flake board"
2021097863,2021-09-13,train,Florida,238320,2383,"Building finishing (drywall, painting, flooring)","On 9/13/2021, at 8:00 AM, an employee was doing surface preparation for painting, which included rigging the straps of steel joists to expose the unfinished side. The straps were attached to forks and rotated. The rigging came loose and hit the employee in both legs breaking both tibias. The employee was hospitalized and required surgery.",0,1,0,0,Hospitalised,1,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,111,Fractures,513,Lower leg(s),4220,"Ropes, ties, chains, unspecified",,
2021097865,2021-09-13,train,Texas,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was setting a concrete form when the form pinched and amputated their right index finger.,0,0,1,0,Amputation,0,642,Compressed or pinched by shifting objects or equipment,Caught in or crushed,,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",659,"Structural elements, n.e.c.",,
2021097866,2021-09-13,train,Wisconsin,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was testing a just-installed electrical switchgear. While the employee was testing a fuse, an electrical arc burned the employee's right arm and forearm.",0,1,0,0,Hospitalised,0,5110,"Direct exposure to electricity, unspecified",Electrical,,1530,"Electrical burns, unspecified",4280,"Multiple arm locations, unspecified",4417,"Switchboards, switches, fuses",,
2021097870,2021-09-13,train,Florida,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was re-roofing a commercial building when it started raining. He turned around, slipped, and fell 15 to 20 feet to the ground, striking his arm on an HVAC condenser during the fall. The employee's arm was broken.",0,1,0,0,Hospitalised,1,4334,Other fall to lower level 16 to 20 feet,Fall to lower level,16-20 ft,111,Fractures,420,"Arm(s), unspecified",6540,"Roofs, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2021097874,2021-09-13,train,Florida,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was stepping from a ladder to the roof of a residence. The employee fell to the concrete driveway below and suffered a fracture in the eye socket area.,0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,132,Eye(s),7420,"Movable ladders, unspecified",6652,"Street, road, driveway-paved"
2021097897,2021-09-14,train,New York,238990,2389,"Other specialty trades (site prep, demolition)","An employee was removing insulation from the dust filters on the second floor of the warehouse. The employee was climbing an 8-foot step ladder to access the work area when his right foot slipped on a rung, causing him to fall about 5 feet to the ground below. He landed on both knees and sustained fractures to his pelvis and knee.",0,1,0,0,Hospitalised,0,4331,Other fall to lower level less than 6 feet,Fall to lower level,Under 6 ft,111,Fractures,899,"Multiple body parts, n.e.c.",7422,Step ladders,6629,"Floor, n.e.c."
2021097901,2021-09-14,train,Florida,237990,2379,Other heavy and civil,"An employee was standing on a 8-foot folding ladder, installing bolts on a pavilion. He fell 5 feet to the ground and suffered a fractured skull. He was hospitalized.",0,1,0,0,Hospitalised,0,4331,Other fall to lower level less than 6 feet,Fall to lower level,Under 6 ft,111,Fractures,113,Skull,7420,"Movable ladders, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2021097905,2021-09-14,train,Illinois,237990,2379,Other heavy and civil,"An employee was cleaning between two pieces of equipment. One piece moved and pinned the employee against the other, breaking the employee's fibula. The employee was hospitalized.",0,1,0,0,Hospitalised,0,240,"Pedestrian vehicular incident, unspecified",Vehicle or mobile equipment,,111,Fractures,50,"Lower extremities, unspecified",8420,"Truck-motorized freight hauling and utility, unspecified",,
2021097908,2021-09-14,train,New York,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was removing chains from plywood formwork. The formwork was hit by another piece of wood, and the wooden formwork struck the employee on their lower back, resulting in a back contusion.",0,1,0,0,Hospitalised,1,620,"Struck by object or equipment, unspecified",Struck by or against object,,143,"Bruises, contusions",322,Lumbar region,659,"Structural elements, n.e.c.",,
2021097914,2021-09-14,train,Illinois,238320,2383,"Building finishing (drywall, painting, flooring)","On September 14, 2021, an employee was at the ground level of a tank performing ""ground watch"" for an articulating lift. Two employees were on the dome of a tank sandblasting. A sandblasting hose fell off the edge of the tank 100 feet above and struck the employee, who suffered a back laceration, a broken collarbone, and broken ribs. The employee was hospitalized.",0,1,0,0,Hospitalised,0,6239,"Struck by falling object or equipment, n.e.c.",Struck by or against object,,111,Fractures,899,"Multiple body parts, n.e.c.",2122,Hoses,2118,"Tanks, bins, vats-nonconfined space"
2021097917,2021-09-14,train,Texas,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",And employee was removing a corrugated metal roof panel with a claw hammer and chisel. A metal shard shot from the hammer and punctured the employee's upper arm.,0,1,0,0,Hospitalised,0,6241,"Struck by dislodged flying object, particle",Struck by or against object,,133,"Puncture wounds, except gunshot wounds",421,Upper arm(s),9413,"Metal chips, particles",7151,"Hammers, except sledge-nonpowered"
2021097927,2021-09-15,train,Nebraska,236220,2362,Non-residential building,"An employee was climbing a ladder when he lost his balance and fell 7 feet to the ground. He sustained two fractures in his left arm, three fractured ribs, and a punctured spleen.",0,1,0,0,Hospitalised,0,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,194,Internal injuries to organs and blood vessels of the trunk,330,"Abdomen, except internal location of diseases or disorders",740,"Ladders, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2021097940,2021-09-15,train,Illinois,238350,2383,"Building finishing (drywall, painting, flooring)","On September 15, 2021, at approximately 8:15 a.m. an employee was driving an aerial lift when the bottom of the front basket caught the edge of a B-Box water flow control valve. The employee continued to raise the aerial lift until the B-Box valve broke and the employee was ejected out of the aerial lift basket onto the front edge of the home's concrete slab. The employee fell 6 feet and was hospitalized for a severe neck injury.",0,1,0,0,Hospitalised,1,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,1972,"Soreness, pain, hurt-nonspecified injury",20,"Neck, except internal location of diseases or disorders",3467,"Aerial lifts, scissor lifts-except truck-mounted",423,"Valves, nozzles"
2021097960,2021-09-15,train,New Hampshire,238130,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","Two employees were in the basket of an aerial lift. When attempting to bring the basket down, the basket got hung up on a perimeter guardrail post. The basket moved, causing one employee to strike their chest against the lift's guardrail. The employee sustained a fractured rib and was hospitalized.",0,1,0,0,Hospitalised,0,6319,"Struck against moving object or equipment, n.e.c.",Struck by or against object,,111,Fractures,310,"Chest, except internal location of diseases or disorders",3467,"Aerial lifts, scissor lifts-except truck-mounted",,
2021097966,2021-09-16,train,New Jersey,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee stepped on a steel beam and it rolled onto his leg. He was taken to the hospital, where he had surgery for a compound leg fracture.",0,1,0,0,Hospitalised,0,6220,"Struck by rolling object or equipment-other than powered vehicle, unspecified",Struck by or against object,,111,Fractures,510,"Leg(s), unspecified",4133,Beams-unattached metal,,
2021097984,2021-09-16,train,Texas,238990,2389,"Other specialty trades (site prep, demolition)","A crane operator hoisted a load, placed it, and lowered it. Two riggers unhooked the rigging, put the empty hooks beside the load, and signaled the operator to hoist the empty hooks. When the operator hoisted the hooks, one hook got hooked onto the load, shifting it and creating a pinch point where the injured employee's leg was positioned. The employee sustained a scrape to the backside of the right calf and a cut on the lower left leg.",0,1,0,0,Hospitalised,0,642,Compressed or pinched by shifting objects or equipment,Caught in or crushed,,132,"Cuts, lacerations",513,Lower leg(s),3430,"Cranes, unspecified",9999,Nonclassifiable
2021097985,2021-09-16,train,Idaho,238220,2382,"Building equipment (electrical, plumbing, HVAC)",An employee was using a bead roller machine to make a bead in a round piece of metal duct when their left middle and ring fingers got caught in a pinch point on the rollers resulting in the loss of soft tissue and a fragment of bone.,0,0,1,0,Amputation,0,6412,Caught in running equipment or machinery during regular operation,Caught in or crushed,,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",3513,"Rolling mills, rolling, calendering machinery",,
2021097988,2021-09-16,train,Wisconsin,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was washing out the hopper of a concrete trailer pump. Components of the hopper lacerated and broke the employee's right arm.,0,1,0,0,Hospitalised,0,60,"Contact with objects and equipment, unspecified",Unknown (not usable),,111,Fractures,420,"Arm(s), unspecified",483,Trailers,,
2021097993,2021-09-16,train,Montana,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was operating a rebar bending machine. The rebar swung back on its long end and hit the employee's left leg, breaking the femur.",0,1,0,0,Hospitalised,1,6412,Caught in running equipment or machinery during regular operation,Caught in or crushed,,111,Fractures,511,Thigh(s),3511,"Bending, crimping machines",,
2021098016,2021-09-17,train,Connecticut,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was standing on the back of a bucket truck trying to lift and load a coil of cables into the truck. The employee's right arm got caught between the boom and bucket, pinching his arm and creating an open wound on his upper arm. Surgery was required to repair the injury.",0,1,0,0,Hospitalised,0,6213,Struck by swinging part of powered vehicle,Struck by or against object,,130,"Open wounds, unspecified",421,Upper arm(s),8422,"Boom truck, bucket or basket hoist truck",,
2021098021,2021-09-17,train,Ohio,236220,2362,Non-residential building,"An employee was helping to move a concrete form. The employee climbed on top of the 7-to 8-foot tall form to readjust the lifting device. The employee connected a positioning hook onto the form. The form tipped over and the employee jumped off, but they were still connected to the form. The form struck and broke the employee's lower right leg.",0,1,0,0,Hospitalised,1,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,111,Fractures,513,Lower leg(s),659,"Structural elements, n.e.c.",9999,Nonclassifiable
2021098034,2021-09-17,train,Florida,237310,2373,"Highway, street and bridge","An employee was shoveling hot asphalt while standing behind a paver. He collapsed and fell face down into the asphalt sustaining burns to the face, ears, and both hands.",0,1,0,0,Hospitalised,1,429,"Fall on same level, n.e.c.","Slip, trip or same-level fall",,1520,"Heat (thermal) burns, unspecified",899,"Multiple body parts, n.e.c.",1644,"Paving asphalt, asphaltic cement",,
2021098041,2021-09-17,train,Alabama,238290,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was working on an overhead screen guard and leaning over to check jig alignment on the line. The employee had cut the welds loose on a check gig and held it up with a come-along to relocate it. The remaining single bead broke loose, causing the check gig to catch the employee's left-hand fingers against the column for the top of the check gig. The little finger was crushed and lacerated and the ring finger was partially amputated at the nailbed.",0,0,1,0,Amputation,0,60,"Contact with objects and equipment, unspecified",Unknown (not usable),,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",9999,Nonclassifiable,,
2021098042,2021-09-17,train,Texas,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was repairing building lights from a 10-foot ladder when he fell from the ladder to the ground, resulting in an injured left leg.",0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,1972,"Soreness, pain, hurt-nonspecified injury",510,"Leg(s), unspecified",7420,"Movable ladders, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2021098051,2021-09-18,train,Pennsylvania,237990,2379,Other heavy and civil,A heat exchanger fell on top of an employee's legs resulting in a crushing injury.,0,1,0,0,Hospitalised,1,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,1971,Crushing injuries,510,"Leg(s), unspecified",339,"Heating, cooling, and cleaning machinery and appliances, n.e.c.",,
2021098052,2021-09-18,train,Florida,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee slipped while coming down a ladder and fell to the ground, suffering a broken right elbow.",0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,422,Elbow(s),740,"Ladders, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2021098064,2021-09-19,train,Texas,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was raising a light pole using a digger when the digger made a jerking motion that caused the pole to swing once it was off the ground. The pole made contact with one of the phases, which energized the pole as it swung back and made contact with the employee's chest, resulting in an electrical shock to the chest and a contusion.",0,1,0,0,Hospitalised,0,5120,"Indirect exposure to electricity, unspecified",Electrical,,193,"Electrocutions, electric shocks",6,BODY SYSTEMS,8422,"Boom truck, bucket or basket hoist truck",4410,"Electric parts, unspecified"
2021098071,2021-09-20,train,Ohio,237990,2379,Other heavy and civil,"An employee was hooking up a metal buggy to an overhead crane. The metal buggy fell and crushed the employee's foot. The employee's was hospitalized, undergoing surgery.",0,1,0,0,Hospitalised,1,620,"Struck by object or equipment, unspecified",Struck by or against object,,1971,Crushing injuries,530,"Foot (feet), unspecified",9999,Nonclassifiable,3436,"Cranes-gantry, overhead, monorail, container"
2021098072,2021-09-20,train,Virginia,238910,2389,"Other specialty trades (site prep, demolition)","An employee was prepping a piece of drill steel for a hole being drilled. The last piece of drill steel in the carousel had a tricone bit attached to the bottom. The employee tightened the jaws on the drill rig to loosen the tricone. When the employee opened the jaws to remove the tricone, his left thumb was caught between the backside of the jaws and the receiver. The tip of the thumb was amputated just above the nailbed.",0,0,1,0,Amputation,0,6412,Caught in running equipment or machinery during regular operation,Caught in or crushed,,1311,Amputations,4422,Fingertip(s),3241,"Drilling machines, drilling augers",,
2021098091,2021-09-20,train,Texas,238220,2382,"Building equipment (electrical, plumbing, HVAC)",An employee was cleaning a glass door. The employee fell to the floor and suffered a broken leg/hip.,0,1,0,0,Hospitalised,0,420,"Fall on same level, unspecified","Slip, trip or same-level fall",,111,Fractures,86,Hip(s) and leg(s),6620,"Floor, unspecified",,
2021098092,2021-09-20,train,Connecticut,238990,2389,"Other specialty trades (site prep, demolition)","An employee was fixing the angle of speed limit signs. The signs (weighing 1,000 pounds) slipped and crushed the employee's leg.",0,1,0,0,Hospitalised,1,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,1971,Crushing injuries,510,"Leg(s), unspecified",6394,Road signs,,
2021098094,2021-09-20,train,Ohio,237990,2379,Other heavy and civil,"An employee was using a pry bar to guide two concrete forms a few centimeters into place when their right middle finger was pinched between the two forms, resulting in a fingertip amputation.",0,0,1,0,Amputation,0,642,Compressed or pinched by shifting objects or equipment,Caught in or crushed,,1311,Amputations,4422,Fingertip(s),659,"Structural elements, n.e.c.",659,"Structural elements, n.e.c."
2021098097,2021-09-20,train,Missouri,238310,2383,"Building finishing (drywall, painting, flooring)","An employee working for [EMPLOYER] stepped into a wooden box that was being lifted by a telehandler. The box shifted on the telehandler's forks and it fell along with the employee, landing on a scaffold system below. The employee suffered a broken jaw and a facial laceration.",1,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,135,"Jaw, chin",8629,"Industrial vehicle, material hauling and transport-powered, n.e.c",6340,"Scaffolds-staging, unspecified"
2021098101,2021-09-20,train,Florida,237310,2373,"Highway, street and bridge","An employee installed a liquid asphalt hose and was filling a truck at the terminal plant. The hose detached, resulting in hot liquid asphalt spraying onto the employee. The employee was hospitalized with burns to the face, neck, and hands.",0,1,0,0,Hospitalised,0,533,Contact with hot objects or substances,"Fire, explosion or burn",,1520,"Heat (thermal) burns, unspecified",899,"Multiple body parts, n.e.c.",1644,"Paving asphalt, asphaltic cement",2122,Hoses
2021098106,2021-09-21,train,Colorado,238910,2389,"Other specialty trades (site prep, demolition)","An employee was using a construction vehicle to push a scraper in front of him to align it. He engaged his push block, and it went over the push bumper. When the scraper came off, the force thrashed him around inside his cab. The control arm/joystick punctured his abdomen.",0,1,0,0,Hospitalised,0,2737,"Sudden start or stop, nonroadway",Vehicle or mobile equipment,,133,"Puncture wounds, except gunshot wounds",330,"Abdomen, except internal location of diseases or disorders",320,"Construction, logging, and mining machinery, unspecified",,
2021098111,2021-09-21,train,New Hampshire,236118,2361,Residential building,An employee's finger was lacerated while they were cutting metal roofing with a saw.,0,1,0,0,Hospitalised,0,60,"Contact with objects and equipment, unspecified",Unknown (not usable),,132,"Cuts, lacerations",4420,"Finger(s), fingernail(s), unspecified",9999,Nonclassifiable,,
2021098113,2021-09-21,train,Florida,238210,2382,"Building equipment (electrical, plumbing, HVAC)",An employee was walking down steps carrying a ladder and a tool bag. The employee fell and suffered a broken right ankle that required surgery.,0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,52,Ankle(s),6610,"Stairs, steps, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2021098125,2021-09-21,train,Pennsylvania,238220,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was loading a stake body trailer (about 3 feet high) with HVAC components. The employee climbed onto the trailer to secure the load, then slipped off the open side of it and fell to the asphalt parking lot pavement. The employee suffered an injury to the left hip.",0,1,0,0,Hospitalised,0,4331,Other fall to lower level less than 6 feet,Fall to lower level,Under 6 ft,1972,"Soreness, pain, hurt-nonspecified injury",341,Hip(s),483,Trailers,6662,Parking lot-paved
2021098132,2021-09-21,train,New York,237110,2371,Utility systems,"An employee was using a portable ladder to descend into a shaft. Both side rails of the portable ladder snapped, causing the employee to fall approximately 22 feet to the concrete level below. The employee sustained lacerations on their head and multiple fractures to their hip and pelvis.",0,1,0,0,Hospitalised,1,4315,Fall from collapsing structure or equipment 21 to 25 feet,Fall to lower level,21-25 ft,111,Fractures,348,Multiple pelvic region locations,7420,"Movable ladders, unspecified",60,"Structures and surfaces, unspecified"
2021098138,2021-09-21,train,Florida,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","Two employees were working on the roof of a two-story residential home. They were aligning sun trusses. They had a ladder on each end and were on the ladders holding the bottoms of the trusses, about 3-4 feet high. The trusses began to shift and several fell, creating a domino effect. The employees were knocked to the ground, together suffering a dislocated/fractured elbow, a forehead laceration, and a dislocated/fractured toe. They were hospitalized.",0,2,0,0,Hospitalised,1,4331,Other fall to lower level less than 6 feet,Fall to lower level,Under 6 ft,1834,Fractures and dislocations,422,Elbow(s),7420,"Movable ladders, unspecified",6552,"Roof trusses, joists"
2021098140,2021-09-21,train,Louisiana,237990,2379,Other heavy and civil,"While working on an offshore vessel, an employee's hand was caught between a tension tagline and a cleat. The employee sustained an amputation to his left ring fingertip.",0,1,1,0,Amputation,0,257,Machinery or equipment incident on water vehicle,Vehicle or mobile equipment,,1311,Amputations,4422,Fingertip(s),830,"Water vehicle, unspecified",,
2021098147,2021-09-21,train,Wisconsin,237120,2371,Utility systems,An employee was helping to drive pilings when their finger became pinched between a pile and the pile lead resulting in a partial amputation.,0,0,1,0,Amputation,1,6412,Caught in running equipment or machinery during regular operation,Caught in or crushed,,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",3293,"Pile drivers, tamping machinery",,
2021098161,2021-09-22,train,Texas,238140,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was retrieving tools from the roof of a residential home when they fell onto the concrete driveway, resulting in head trauma.",0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,160,"Intracranial injuries, unspecified",111,Brain,6540,"Roofs, unspecified",6652,"Street, road, driveway-paved"
2021098168,2021-09-22,train,Wisconsin,236220,2362,Non-residential building,"While stripping concrete forms, an employee tripped and fell onto a frost pin resulting in an injury that required hospitalization.",0,1,0,0,Hospitalised,0,4210,"Fall on same level due to tripping, unspecified","Slip, trip or same-level fall",,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,660,"Floors, walkways, ground surfaces, unspecified",7199,"Handtools-nonpowered, n.e.c."
2021098170,2021-09-22,train,Texas,237990,2379,Other heavy and civil,"An employee was assisting with cleaning the distributor truck's tank. The distributor tank was still hot causing a rapid release of stems, burning the employee and causing them to fall from the tank to the flatbed work truck. The employee sustained burns to the face and hands, a head contusion, and a laceration above the right eye.",0,1,0,0,Hospitalised,1,533,Contact with hot objects or substances,"Fire, explosion or burn",,1520,"Heat (thermal) burns, unspecified",899,"Multiple body parts, n.e.c.",951,"Steam, vapors-nonchemical",,
2021098175,2021-09-22,train,Ohio,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was driving a forklift. The forklift skidded on wet concrete while turning and stuck a skid of material. The employee's left arm was caught and fractured between the forklift and the skid.,0,1,0,0,Hospitalised,0,2721,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,Vehicle or mobile equipment,,111,Fractures,420,"Arm(s), unspecified",8621,"Forklift, order picker, platform truck-powered",216,"Skids, pallets"
