"row_id","project_id","cost_code","period_month","budgeted_cost","earned_value","actual_cost","cpi","spi"
"COST000580","PRJ015","MAT-CEM","2025-07-01","9000000","8434396","8929882","0.94","0.94"
"COST000581","PRJ015","MAT-BLK","2025-08-01","14600000","14621478","14619266","1","1"
"COST000582","PRJ015","EQP-PUMP","2025-09-01","9900000","10357252","10421799","0.99","1.05"
"COST000583","PRJ015","EQP-SCAF","2025-10-01","2800000","2719096","2522818","1.08","0.97"
"COST000584","PRJ015","SUB-STRC","2025-11-01","5200000","3287115","6755433","0.49","0.63"
"COST000585","PRJ015","OVH-SITE","2025-12-01","6900000","7032546","6764528","1.04","1.02"
"COST000586","PRJ015","OVH-UTIL","2026-01-01","10300000","10964576","10333710","1.06","1.06"
"COST000587","PRJ015","LAB-REBR","2026-02-01","7700000","6933718","8120915","0.85","0.9"
"COST000588","PRJ015","LAB-SAF","2026-03-01","17900000","15827216","17345324","0.91","0.88"
"COST000589","PRJ015","MAT-AGG","2026-04-01","11600000","10756610","11689580","0.92","0.93"
"COST000590","PRJ015","EQP-CRANE","2026-05-01","13600000","12546653","14415671","0.87","0.92"
"COST000591","PRJ015","EQP-GEN","2026-06-01","7400000","7258004","7721126","0.94","0.98"
"COST000592","PRJ015","SUB-MEP","2026-07-01","10400000","9854731","10271385","0.96","0.95"
"COST000593","PRJ015","MAT-STEEL","2026-08-01","7700000","5919754","9476767","0.62","0.77"
"COST000594","PRJ015","OVH-HSE","2026-09-01","17600000","18312491","19276058","0.95","1.04"
"COST000595","PRJ015","LAB-CARP","2024-10-01","4100000","4357280","3756329","1.16","1.06"
"COST000596","PRJ015","LAB-FIN","2024-11-01","4300000","3928907","4350784","0.9","0.91"
"COST000597","PRJ015","MAT-STEEL","2024-12-01","6900000","7307618","7126382","1.03","1.06"
"COST000598","PRJ015","MAT-FIN","2025-01-01","8200000","8458122","8281429","1.02","1.03"
"COST000599","PRJ015","EQP-EARTH","2025-02-01","5400000","4769845","4890229","0.98","0.88"
"COST000600","PRJ015","SUB-STRC","2025-03-01","5500000","5836227","4934677","1.18","1.06"
"COST000601","PRJ016","MAT-CEM","2026-01-01","2500000","2292594","2628428","0.87","0.92"
"COST000602","PRJ016","MAT-BLK","2026-02-01","10800000","10987798","11103175","0.99","1.02"
"COST000603","PRJ016","EQP-PUMP","2026-03-01","4100000","4207489","4428982","0.95","1.03"
"COST000604","PRJ016","EQP-SCAF","2026-04-01","3900000","4060439","4098407","0.99","1.04"
"COST000605","PRJ016","SUB-FACADE","2026-05-01","13100000","13163012","12961277","1.02","1"
"COST000606","PRJ016","MAT-STEEL","2026-06-01","14500000","9269583","17225459","0.54","0.64"
"COST000607","PRJ016","OVH-UTIL","2026-07-01","11100000","11727633","10092818","1.16","1.06"
"COST000608","PRJ016","LAB-REBR","2026-08-01","16500000","16047186","17424515","0.92","0.97"
"COST000609","PRJ016","LAB-SAF","2026-09-01","4500000","4090372","4377716","0.93","0.91"
"COST000610","PRJ016","MAT-AGG","2024-10-01","12200000","13107160","11764421","1.11","1.07"
"COST000611","PRJ016","EQP-CRANE","2024-11-01","16600000","16078729","17578299","0.91","0.97"
"COST000612","PRJ016","EQP-GEN","2024-12-01","15900000","15791738","15148687","1.04","0.99"
"COST000613","PRJ016","SUB-MEP","2025-01-01","12000000","11351625","11373664","1","0.95"
"COST000614","PRJ016","SUB-EXT","2025-02-01","5500000","5651391","5687477","0.99","1.03"
"COST000615","PRJ016","EQP-CRANE","2025-03-01","11400000","8703229","13444492","0.65","0.76"
"COST000616","PRJ016","LAB-CARP","2025-04-01","13200000","12870901","13938653","0.92","0.98"
"COST000617","PRJ016","LAB-FIN","2025-05-01","13900000","12825853","15144346","0.85","0.92"
"COST000618","PRJ016","MAT-STEEL","2025-06-01","12700000","12103149","13076997","0.93","0.95"
"COST000619","PRJ016","MAT-FIN","2025-07-01","4100000","4126013","3888734","1.06","1.01"
"COST000620","PRJ016","EQP-EARTH","2025-08-01","11100000","10213490","10107444","1.01","0.92"
"COST000621","PRJ016","SUB-STRC","2025-09-01","7200000","6882712","6377884","1.08","0.96"
"COST000622","PRJ016","SUB-WTR","2025-10-01","4400000","4535190","3885036","1.17","1.03"
"COST000623","PRJ016","OVH-QA","2025-11-01","17100000","17379979","15626982","1.11","1.02"
"COST000624","PRJ016","SUB-STRC","2025-12-01","14000000","9107449","16793814","0.54","0.65"
"COST000625","PRJ016","LAB-MEP","2026-01-01","11100000","10636016","10884091","0.98","0.96"
"COST000626","PRJ016","MAT-CEM","2026-02-01","8400000","7626938","8863138","0.86","0.91"
"COST000627","PRJ016","MAT-BLK","2026-03-01","15200000","14480617","15852463","0.91","0.95"
"COST000628","PRJ016","EQP-PUMP","2026-04-01","13000000","12394935","13876461","0.89","0.95"
"COST000629","PRJ016","EQP-SCAF","2026-05-01","14000000","13447921","12584920","1.07","0.96"
"COST000630","PRJ016","SUB-FACADE","2026-06-01","13300000","12228544","14085596","0.87","0.92"
"COST000631","PRJ016","OVH-SITE","2026-07-01","5200000","5091720","5301494","0.96","0.98"
"COST000632","PRJ016","OVH-UTIL","2026-08-01","11400000","11752277","11447684","1.03","1.03"
"COST000633","PRJ016","MAT-STEEL","2026-09-01","5200000","3414795","6493099","0.53","0.66"
"COST000634","PRJ016","LAB-SAF","2024-10-01","7000000","6458972","7198456","0.9","0.92"
"COST000635","PRJ016","MAT-AGG","2024-11-01","3800000","4023582","3908628","1.03","1.06"
"COST000636","PRJ016","EQP-CRANE","2024-12-01","8300000","8745737","8056713","1.09","1.05"
"COST000637","PRJ016","EQP-GEN","2025-01-01","6100000","6217231","5594307","1.11","1.02"
"COST000638","PRJ016","SUB-MEP","2025-02-01","17600000","16870034","18770711","0.9","0.96"
"COST000639","PRJ016","SUB-EXT","2025-03-01","17600000","16610636","16115769","1.03","0.94"
"COST000640","PRJ016","OVH-HSE","2025-04-01","6700000","6729357","6747993","1","1"
"COST000641","PRJ017","EQP-EARTH","2026-02-01","17200000","15552443","16775752","0.93","0.9"
"COST000642","PRJ017","SUB-STRC","2026-03-01","10700000","9669498","10142128","0.95","0.9"
"COST000643","PRJ017","SUB-WTR","2026-04-01","14600000","15544375","12932384","1.2","1.06"
"COST000644","PRJ017","OVH-QA","2026-05-01","2200000","2232192","2417980","0.92","1.01"
"COST000645","PRJ017","OVH-ADM","2026-06-01","2000000","1932685","1938545","1","0.97"
"COST000646","PRJ017","MAT-STEEL","2026-07-01","4400000","3437439","5591747","0.61","0.78"
"COST000647","PRJ017","MAT-CEM","2026-08-01","10300000","9591736","10856709","0.88","0.93"
"COST000648","PRJ017","MAT-BLK","2026-09-01","11000000","11766987","10924005","1.08","1.07"
"COST000649","PRJ017","EQP-PUMP","2024-10-01","16300000","15192230","17571521","0.86","0.93"
"COST000650","PRJ017","EQP-SCAF","2024-11-01","3400000","3043300","3104567","0.98","0.9"
"COST000651","PRJ017","SUB-FACADE","2024-12-01","6100000","6338547","6656244","0.95","1.04"
"COST000652","PRJ017","OVH-SITE","2025-01-01","8600000","9201354","9272363","0.99","1.07"
"COST000653","PRJ017","OVH-UTIL","2025-02-01","14100000","13353556","12423617","1.07","0.95"
"COST000654","PRJ017","LAB-REBR","2025-03-01","15700000","15401741","15840654","0.97","0.98"
"COST000655","PRJ017","EQP-CRANE","2025-04-01","2800000","1780906","3720330","0.48","0.64"
"COST000656","PRJ017","MAT-AGG","2025-05-01","17500000","15663369","18047186","0.87","0.9"
"COST000657","PRJ017","EQP-CRANE","2025-06-01","1100000","1173015","1048033","1.12","1.07"
"COST000658","PRJ017","EQP-GEN","2025-07-01","8800000","8426583","8433538","1","0.96"
"COST000659","PRJ017","SUB-MEP","2025-08-01","16500000","16418158","16988367","0.97","1"
"COST000660","PRJ017","SUB-EXT","2025-09-01","6900000","6464844","7252397","0.89","0.94"
"COST000661","PRJ017","OVH-HSE","2025-10-01","14900000","15010682","13512218","1.11","1.01"
"COST000662","PRJ017","LAB-CARP","2025-11-01","1900000","1732020","1868777","0.93","0.91"
"COST000663","PRJ017","LAB-FIN","2025-12-01","6000000","6128002","5976916","1.03","1.02"
"COST000664","PRJ017","SUB-STRC","2026-01-01","4400000","3208177","5749573","0.56","0.73"
"COST000665","PRJ017","MAT-FIN","2026-02-01","5000000","5068435","5071682","1","1.01"
"COST000666","PRJ017","EQP-EARTH","2026-03-01","3600000","3475787","3436049","1.01","0.97"
"COST000667","PRJ017","SUB-STRC","2026-04-01","16300000","14827268","15550005","0.95","0.91"
"COST000668","PRJ017","SUB-WTR","2026-05-01","5200000","5297552","5635079","0.94","1.02"
"COST000669","PRJ017","OVH-QA","2026-06-01","16700000","15476253","15293914","1.01","0.93"
"COST000670","PRJ017","OVH-ADM","2026-07-01","14000000","14451316","14225663","1.02","1.03"
"COST000671","PRJ017","LAB-MEP","2026-08-01","13700000","14586039","13290864","1.1","1.06"
"COST000672","PRJ017","MAT-CEM","2026-09-01","12400000","11176327","12644553","0.88","0.9"
"COST000673","PRJ017","MAT-STEEL","2024-10-01","5800000","4390059","6805546","0.65","0.76"
"COST000674","PRJ017","EQP-PUMP","2024-11-01","1700000","1827812","1761411","1.04","1.08"
"COST000675","PRJ017","EQP-SCAF","2024-12-01","16100000","15690399","14290476","1.1","0.97"
"COST000676","PRJ017","SUB-FACADE","2025-01-01","6700000","6894249","6789602","1.02","1.03"
"COST000677","PRJ017","OVH-SITE","2025-02-01","13300000","12744650","12551203","1.02","0.96"
"COST000678","PRJ017","OVH-UTIL","2025-03-01","17600000","17905574","17951443","1","1.02"
"COST000679","PRJ017","LAB-REBR","2025-04-01","2800000","2953629","2495142","1.18","1.05"
"COST000680","PRJ017","LAB-SAF","2025-05-01","2300000","2428976","2235360","1.09","1.06"
"COST000681","PRJ018","SUB-EXT","2026-03-01","6800000","7256259","6409953","1.13","1.07"
"COST000682","PRJ018","OVH-HSE","2026-04-01","2900000","2554196","2664480","0.96","0.88"
"COST000683","PRJ018","LAB-CARP","2026-05-01","11200000","10434029","10648666","0.98","0.93"
"COST000684","PRJ018","LAB-FIN","2026-06-01","11200000","9902387","11491540","0.86","0.88"
"COST000685","PRJ018","MAT-STEEL","2026-07-01","14500000","13947607","14108131","0.99","0.96"
"COST000686","PRJ018","MAT-STEEL","2026-08-01","16100000","11279224","19193901","0.59","0.7"
"COST000687","PRJ018","EQP-EARTH","2026-09-01","9600000","9742166","8870397","1.1","1.01"
"COST000688","PRJ018","SUB-STRC","2024-10-01","1000000","990532","931497","1.06","0.99"
"COST000689","PRJ018","SUB-WTR","2024-11-01","15300000","14483778","14798271","0.98","0.95"
"COST000690","PRJ018","OVH-QA","2024-12-01","1700000","1574160","1702724","0.92","0.93"
"COST000691","PRJ018","OVH-ADM","2025-01-01","10400000","10770091","9833795","1.1","1.04"
"COST000692","PRJ018","LAB-MEP","2025-02-01","14100000","14599699","13967410","1.05","1.04"
"COST000693","PRJ018","MAT-CEM","2025-03-01","1400000","1501932","1358473","1.11","1.07"
"COST000694","PRJ018","MAT-BLK","2025-04-01","800000","776611","865143","0.9","0.97"
"COST000695","PRJ018","EQP-CRANE","2025-05-01","13900000","9489583","16712327","0.57","0.68"
"COST000696","PRJ018","EQP-SCAF","2025-06-01","800000","847894","809828","1.05","1.06"
"COST000697","PRJ018","SUB-FACADE","2025-07-01","8300000","8919815","7388310","1.21","1.07"
"COST000698","PRJ018","OVH-SITE","2025-08-01","4800000","4842985","4983089","0.97","1.01"
"COST000699","PRJ018","OVH-UTIL","2025-09-01","8500000","8494195","8208986","1.03","1"
"COST000700","PRJ018","LAB-REBR","2025-10-01","900000","888566","906925","0.98","0.99"
"COST000701","PRJ018","LAB-SAF","2025-11-01","5800000","5400247","5623102","0.96","0.93"
"COST000702","PRJ018","MAT-AGG","2025-12-01","11700000","10901854","10477013","1.04","0.93"
"COST000703","PRJ018","EQP-CRANE","2026-01-01","9500000","8948740","10223612","0.88","0.94"
"COST000704","PRJ018","SUB-STRC","2026-02-01","7200000","5194198","9402029","0.55","0.72"
"COST000705","PRJ018","SUB-MEP","2026-03-01","6900000","6539881","7312407","0.89","0.95"
"COST000706","PRJ018","SUB-EXT","2026-04-01","15400000","16122364","15818825","1.02","1.05"
"COST000707","PRJ018","OVH-HSE","2026-05-01","17400000","16360905","18335048","0.89","0.94"
"COST000708","PRJ018","LAB-CARP","2026-06-01","1900000","1687140","1738708","0.97","0.89"
"COST000709","PRJ018","LAB-FIN","2026-07-01","3000000","2837083","3257640","0.87","0.95"
"COST000710","PRJ018","MAT-STEEL","2026-08-01","13400000","12583885","12827081","0.98","0.94"
"COST000711","PRJ018","MAT-FIN","2026-09-01","13400000","12683957","12047016","1.05","0.95"
"COST000712","PRJ018","EQP-EARTH","2024-10-01","5400000","4939053","4862992","1.02","0.91"
"COST000713","PRJ018","MAT-STEEL","2024-11-01","16700000","10434311","22232343","0.47","0.62"
"COST000714","PRJ018","SUB-WTR","2024-12-01","13700000","12989279","12969018","1","0.95"
"COST000715","PRJ018","OVH-QA","2025-01-01","1200000","1120668","1103844","1.02","0.93"
"COST000716","PRJ018","OVH-ADM","2025-02-01","9900000","9584767","10216489","0.94","0.97"
"COST000717","PRJ018","LAB-MEP","2025-03-01","16000000","15157188","15748872","0.96","0.95"
"COST000718","PRJ018","MAT-CEM","2025-04-01","2900000","3004405","2619224","1.15","1.04"
"COST000719","PRJ018","MAT-BLK","2025-05-01","12500000","13048466","12098308","1.08","1.04"
"COST000720","PRJ018","EQP-PUMP","2025-06-01","6600000","7086329","7049320","1.01","1.07"
"COST000721","PRJ019","LAB-REBR","2026-04-01","6800000","6721718","7306867","0.92","0.99"
"COST000722","PRJ019","LAB-SAF","2026-05-01","3500000","3335664","3699218","0.9","0.95"
"COST000723","PRJ019","MAT-AGG","2026-06-01","5400000","4993739","5691804","0.88","0.92"
"COST000724","PRJ019","EQP-CRANE","2026-07-01","17600000","15907874","15546240","1.02","0.9"
"COST000725","PRJ019","EQP-GEN","2026-08-01","10700000","10448998","10553030","0.99","0.98"
"COST000726","PRJ019","MAT-STEEL","2026-09-01","13200000","8880550","16542596","0.54","0.67"
"COST000727","PRJ019","SUB-EXT","2024-10-01","9900000","9985688","10737893","0.93","1.01"
"COST000728","PRJ019","OVH-HSE","2024-11-01","5600000","5609307","4992278","1.12","1"
"COST000729","PRJ019","LAB-CARP","2024-12-01","15800000","15529157","16683196","0.93","0.98"
"COST000730","PRJ019","LAB-FIN","2025-01-01","800000","735520","856065","0.86","0.92"
"COST000731","PRJ019","MAT-STEEL","2025-02-01","13100000","13519344","14105260","0.96","1.03"
"COST000732","PRJ019","MAT-FIN","2025-03-01","9600000","10276226","8457560","1.22","1.07"
"COST000733","PRJ019","EQP-EARTH","2025-04-01","2400000","2357598","2343996","1.01","0.98"
"COST000734","PRJ019","SUB-STRC","2025-05-01","11300000","10169525","11777759","0.86","0.9"
"COST000735","PRJ019","EQP-CRANE","2025-06-01","2100000","1628680","2581286","0.63","0.78"
"COST000736","PRJ019","OVH-QA","2025-07-01","1600000","1463270","1749866","0.84","0.91"
"COST000737","PRJ019","OVH-ADM","2025-08-01","12100000","11832345","11942232","0.99","0.98"
"COST000738","PRJ019","LAB-MEP","2025-09-01","1400000","1392922","1442670","0.97","0.99"
"COST000739","PRJ019","MAT-CEM","2025-10-01","2800000","2919808","2688123","1.09","1.04"
"COST000740","PRJ019","MAT-BLK","2025-11-01","16400000","14644149","14988235","0.98","0.89"
"COST000741","PRJ019","EQP-PUMP","2025-12-01","11200000","11620780","12015133","0.97","1.04"
"COST000742","PRJ019","EQP-SCAF","2026-01-01","11800000","12407850","10823263","1.15","1.05"
"COST000743","PRJ019","SUB-FACADE","2026-02-01","17900000","18012462","19071472","0.94","1.01"
"COST000744","PRJ019","SUB-STRC","2026-03-01","13000000","9509047","15230863","0.62","0.73"
"COST000745","PRJ019","OVH-UTIL","2026-04-01","1500000","1349006","1518632","0.89","0.9"
"COST000746","PRJ019","LAB-REBR","2026-05-01","8400000","7715733","8156263","0.95","0.92"
"COST000747","PRJ019","LAB-SAF","2026-06-01","8900000","9255755","8262430","1.12","1.04"
"COST000748","PRJ019","MAT-AGG","2026-07-01","1100000","1037984","1081556","0.96","0.94"
"COST000749","PRJ019","EQP-CRANE","2026-08-01","15600000","15440160","16443544","0.94","0.99"
"COST000750","PRJ019","EQP-GEN","2026-09-01","6800000","6630717","6373045","1.04","0.98"
"COST000751","PRJ019","SUB-MEP","2024-10-01","13400000","11912753","11808341","1.01","0.89"
"COST000752","PRJ019","SUB-EXT","2024-11-01","5100000","5056746","4916103","1.03","0.99"
"COST000753","PRJ019","MAT-STEEL","2024-12-01","15300000","10639411","18112735","0.59","0.7"
"COST000754","PRJ019","LAB-CARP","2025-01-01","1000000","988613","1075138","0.92","0.99"
"COST000755","PRJ019","LAB-FIN","2025-02-01","17700000","17899552","18934960","0.95","1.01"
"COST000756","PRJ019","MAT-STEEL","2025-03-01","7000000","6954698","6192855","1.12","0.99"
"COST000757","PRJ019","MAT-FIN","2025-04-01","17800000","17225242","16295106","1.06","0.97"
"COST000758","PRJ019","EQP-EARTH","2025-05-01","11600000","12510269","10893907","1.15","1.08"
"COST000759","PRJ019","SUB-STRC","2025-06-01","7100000","7392385","6806166","1.09","1.04"
"COST000760","PRJ019","SUB-WTR","2025-07-01","12900000","11594893","14130289","0.82","0.9"
"COST000761","PRJ020","MAT-BLK","2026-05-01","16000000","16972688","15359499","1.11","1.06"
"COST000762","PRJ020","EQP-PUMP","2026-06-01","2200000","2364548","2140487","1.1","1.07"
"COST000763","PRJ020","EQP-SCAF","2026-07-01","7900000","8039319","8280273","0.97","1.02"
"COST000764","PRJ020","SUB-FACADE","2026-08-01","12500000","12526567","11452761","1.09","1"
"COST000765","PRJ020","OVH-SITE","2026-09-01","13200000","13039038","12633390","1.03","0.99"
"COST000766","PRJ020","MAT-STEEL","2024-10-01","9800000","6877614","11601823","0.59","0.7"
"COST000767","PRJ020","LAB-REBR","2024-11-01","2400000","2149518","2518430","0.85","0.9"
"COST000768","PRJ020","LAB-SAF","2024-12-01","6000000","5331009","5688097","0.94","0.89"
"COST000769","PRJ020","MAT-AGG","2025-01-01","5700000","5268009","5437641","0.97","0.92"
"COST000770","PRJ020","EQP-CRANE","2025-02-01","16200000","17422066","16092546","1.08","1.08"
"COST000771","PRJ020","EQP-GEN","2025-03-01","11300000","11421255","11051339","1.03","1.01"
"COST000772","PRJ020","SUB-MEP","2025-04-01","11600000","12520167","10737512","1.17","1.08"
"COST000773","PRJ020","SUB-EXT","2025-05-01","3100000","2844663","2759844","1.03","0.92"
"COST000774","PRJ020","OVH-HSE","2025-06-01","9800000","10519285","9315439","1.13","1.07"
"COST000775","PRJ020","EQP-CRANE","2025-07-01","6200000","4987754","7742126","0.64","0.8"
"COST000776","PRJ020","LAB-FIN","2025-08-01","3700000","3487405","3779826","0.92","0.94"
"COST000777","PRJ020","MAT-STEEL","2025-09-01","15800000","15205290","14018324","1.08","0.96"
"COST000778","PRJ020","MAT-FIN","2025-10-01","15300000","14713426","14753204","1","0.96"
"COST000779","PRJ020","EQP-EARTH","2025-11-01","11400000","11169875","10561127","1.06","0.98"
"COST000780","PRJ020","SUB-STRC","2025-12-01","5700000","5596046","5441408","1.03","0.98"
"COST000781","PRJ020","SUB-WTR","2026-01-01","17500000","17054030","18337149","0.93","0.97"
"COST000782","PRJ020","OVH-QA","2026-02-01","5200000","5177412","4847066","1.07","1"
"COST000783","PRJ020","OVH-ADM","2026-03-01","10700000","10367014","10615619","0.98","0.97"
"COST000784","PRJ020","SUB-STRC","2026-04-01","1400000","955398","1643651","0.58","0.68"
"COST000785","PRJ020","MAT-CEM","2026-05-01","9000000","8643872","9714812","0.89","0.96"
"COST000786","PRJ020","MAT-BLK","2026-06-01","14200000","14926743","15413322","0.97","1.05"
"COST000787","PRJ020","EQP-PUMP","2026-07-01","15700000","15635815","16465393","0.95","1"
"COST000788","PRJ020","EQP-SCAF","2026-08-01","8700000","8797400","8016521","1.1","1.01"
"COST000789","PRJ020","SUB-FACADE","2026-09-01","4100000","4083650","4228476","0.97","1"
"COST000790","PRJ020","OVH-SITE","2024-10-01","7300000","7849152","7869616","1","1.08"
"COST000791","PRJ020","OVH-UTIL","2024-11-01","9900000","8758974","9800133","0.89","0.88"
"COST000792","PRJ020","LAB-REBR","2024-12-01","8100000","8300118","7598548","1.09","1.02"
"COST000793","PRJ020","MAT-STEEL","2025-01-01","14300000","11378256","19726599","0.58","0.8"
"COST000794","PRJ020","MAT-AGG","2025-02-01","7600000","6791347","8212325","0.83","0.89"
"COST000795","PRJ020","EQP-CRANE","2025-03-01","3100000","3312865","3253399","1.02","1.07"
"COST000796","PRJ020","EQP-GEN","2025-04-01","2100000","2062764","1938595","1.06","0.98"
"COST000797","PRJ020","SUB-MEP","2025-05-01","11700000","11774792","10495072","1.12","1.01"
"COST000798","PRJ020","SUB-EXT","2025-06-01","16200000","16306890","17440503","0.94","1.01"
"COST000799","PRJ020","OVH-HSE","2025-07-01","5000000","4562901","4517307","1.01","0.91"
"COST000800","PRJ020","LAB-CARP","2025-08-01","1500000","1359319","1523419","0.89","0.91"
"COST000801","PRJ021","SUB-STRC","2026-06-01","14100000","12703182","14693159","0.86","0.9"
"COST000802","PRJ021","SUB-WTR","2026-07-01","8600000","8164956","8392275","0.97","0.95"
"COST000803","PRJ021","OVH-QA","2026-08-01","7300000","7284064","7625491","0.96","1"
"COST000804","PRJ021","OVH-ADM","2026-09-01","1600000","1527596","1572671","0.97","0.95"
"COST000805","PRJ021","LAB-MEP","2024-10-01","9000000","8560295","9241261","0.93","0.95"
"COST000806","PRJ021","MAT-STEEL","2024-11-01","5100000","3311809","6773642","0.49","0.65"
"COST000807","PRJ021","MAT-BLK","2024-12-01","2300000","2258041","2310367","0.98","0.98"
"COST000808","PRJ021","EQP-PUMP","2025-01-01","7700000","7469193","8311597","0.9","0.97"
"COST000809","PRJ021","EQP-SCAF","2025-02-01","12000000","10689186","13014766","0.82","0.89"
"COST000810","PRJ021","SUB-FACADE","2025-03-01","2300000","2271936","2083051","1.09","0.99"
"COST000811","PRJ021","OVH-SITE","2025-04-01","12000000","12516275","13125213","0.95","1.04"
"COST000812","PRJ021","OVH-UTIL","2025-05-01","3100000","3185057","2925512","1.09","1.03"
"COST000813","PRJ021","LAB-REBR","2025-06-01","12800000","11296659","12393699","0.91","0.88"
"COST000814","PRJ021","LAB-SAF","2025-07-01","6300000","5872188","6822665","0.86","0.93"
"COST000815","PRJ021","EQP-CRANE","2025-08-01","4700000","3352124","5771107","0.58","0.71"
"COST000816","PRJ021","EQP-CRANE","2025-09-01","6400000","6525426","5696237","1.15","1.02"
"COST000817","PRJ021","EQP-GEN","2025-10-01","13600000","13947047","13963919","1","1.03"
"COST000818","PRJ021","SUB-MEP","2025-11-01","1600000","1569705","1655335","0.95","0.98"
"COST000819","PRJ021","SUB-EXT","2025-12-01","4400000","4664090","4511889","1.03","1.06"
"COST000820","PRJ021","OVH-HSE","2026-01-01","8000000","8261704","7519974","1.1","1.03"
"COST000821","PRJ021","LAB-CARP","2026-02-01","17500000","16841296","16561025","1.02","0.96"
"COST000822","PRJ021","LAB-FIN","2026-03-01","11000000","11467769","11864428","0.97","1.04"
"COST000823","PRJ021","MAT-STEEL","2026-04-01","17500000","15650690","16274095","0.96","0.89"
"COST000824","PRJ021","SUB-STRC","2026-05-01","4800000","3706241","5660321","0.65","0.77"
"COST000825","PRJ021","EQP-EARTH","2026-06-01","10700000","10042281","9446461","1.06","0.94"
"COST000826","PRJ021","SUB-STRC","2026-07-01","17200000","18209635","18757038","0.97","1.06"
"COST000827","PRJ021","SUB-WTR","2026-08-01","5900000","5859651","5424471","1.08","0.99"
"COST000828","PRJ021","OVH-QA","2026-09-01","11300000","12049765","9991576","1.21","1.07"
"COST000829","PRJ021","OVH-ADM","2024-10-01","4300000","4451224","4120400","1.08","1.04"
"COST000830","PRJ021","LAB-MEP","2024-11-01","9400000","8489263","10191152","0.83","0.9"
"COST000831","PRJ021","MAT-CEM","2024-12-01","16900000","18142253","16605637","1.09","1.07"
"COST000832","PRJ021","MAT-BLK","2025-01-01","14300000","13818815","15034131","0.92","0.97"
"COST000833","PRJ021","MAT-STEEL","2025-02-01","4400000","3498192","5484872","0.64","0.8"
"COST000834","PRJ021","EQP-SCAF","2025-03-01","4300000","4625161","3944652","1.17","1.08"
"COST000835","PRJ021","SUB-FACADE","2025-04-01","8200000","7423087","8134811","0.91","0.91"
"COST000836","PRJ021","OVH-SITE","2025-05-01","8000000","8038245","7780641","1.03","1"
"COST000837","PRJ021","OVH-UTIL","2025-06-01","9500000","9849041","8778923","1.12","1.04"
"COST000838","PRJ021","LAB-REBR","2025-07-01","2800000","2700847","3050427","0.89","0.96"
"COST000839","PRJ021","LAB-SAF","2025-08-01","12000000","11823415","12297848","0.96","0.99"
"COST000840","PRJ021","MAT-AGG","2025-09-01","12100000","11712148","10967984","1.07","0.97"
"COST000841","PRJ022","OVH-HSE","2026-07-01","2100000","1973227","2106256","0.94","0.94"
"COST000842","PRJ022","LAB-CARP","2026-08-01","7100000","6623702","7009293","0.94","0.93"
"COST000843","PRJ022","LAB-FIN","2026-09-01","13100000","12920322","12382909","1.04","0.99"
"COST000844","PRJ022","MAT-STEEL","2024-10-01","8800000","8104510","8482368","0.96","0.92"
"COST000845","PRJ022","MAT-FIN","2024-11-01","15700000","14090412","14909225","0.95","0.9"
"COST000846","PRJ022","MAT-STEEL","2024-12-01","12500000","9027036","16931950","0.53","0.72"
"COST000847","PRJ022","SUB-STRC","2025-01-01","7100000","7066652","7021772","1.01","1"
"COST000848","PRJ022","SUB-WTR","2025-02-01","11800000","11657259","12864801","0.91","0.99"
"COST000849","PRJ022","OVH-QA","2025-03-01","12500000","11920099","12805437","0.93","0.95"
"COST000850","PRJ022","OVH-ADM","2025-04-01","9600000","9254971","9951449","0.93","0.96"
"COST000851","PRJ022","LAB-MEP","2025-05-01","5100000","4563833","4803822","0.95","0.89"
"COST000852","PRJ022","MAT-CEM","2025-06-01","9800000","8988295","10327419","0.87","0.92"
"COST000853","PRJ022","MAT-BLK","2025-07-01","4000000","4051071","3949198","1.03","1.01"
"COST000854","PRJ022","EQP-PUMP","2025-08-01","12900000","12821119","12611000","1.02","0.99"
"COST000855","PRJ022","EQP-CRANE","2025-09-01","10000000","7067658","11855727","0.6","0.71"
"COST000856","PRJ022","SUB-FACADE","2025-10-01","14300000","14713539","13464292","1.09","1.03"
"COST000857","PRJ022","OVH-SITE","2025-11-01","7500000","7202814","7313623","0.98","0.96"
"COST000858","PRJ022","OVH-UTIL","2025-12-01","11000000","10640334","10221853","1.04","0.97"
"COST000859","PRJ022","LAB-REBR","2026-01-01","7900000","7041915","7638615","0.92","0.89"
"COST000860","PRJ022","LAB-SAF","2026-02-01","16600000","17384646","18252136","0.95","1.05"
"COST000861","PRJ022","MAT-AGG","2026-03-01","4700000","5049126","4646178","1.09","1.07"
"COST000862","PRJ022","EQP-CRANE","2026-04-01","8900000","8636753","8730707","0.99","0.97"
"COST000863","PRJ022","EQP-GEN","2026-05-01","12000000","12005440","13154108","0.91","1"
"COST000864","PRJ022","SUB-STRC","2026-06-01","16200000","12999267","20608252","0.63","0.8"
"COST000865","PRJ022","SUB-EXT","2026-07-01","5200000","5102661","4767253","1.07","0.98"
"COST000866","PRJ022","OVH-HSE","2026-08-01","12300000","11199500","11215599","1","0.91"
"COST000867","PRJ022","LAB-CARP","2026-09-01","13700000","12339268","12517636","0.99","0.9"
"COST000868","PRJ022","LAB-FIN","2024-10-01","10800000","9763301","9910180","0.99","0.9"
"COST000869","PRJ022","MAT-STEEL","2024-11-01","17300000","17586412","17802777","0.99","1.02"
